x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,y
210085.37728497598,214633.8588339347,218615.4981166197,223587.4055990372,229643.3159597555,234460.55976272182,238294.1347774903,241044.2586207484,242134.8628003024,238050.1479639712,231072.56135713073,223589.5314800018,217590.73721315403,213006.39597545515,211150.3909498822,210439.2100974941,229140.02904866493,215532.12978205847,216078.69361861984,229670.74962153332,1
210321.09927468136,214825.80298169295,218762.9046484858,223696.7121423561,229733.4315554647,234562.90099552565,238419.27050297687,241190.69986431187,242286.40729044136,238210.77847454575,231259.20959832415,223790.32049570925,217792.03566969407,213214.8068600159,211369.08563223502,210666.89889442714,229071.78738195635,215594.91664732277,216167.34880212008,229637.17523592917,1
210227.59509795642,214763.59326562288,218740.45502996256,223756.38230765561,229931.19865816424,234894.37960912343,238835.07827896718,241638.38610909137,242727.5268764557,238584.69343780444,231520.55310540655,223899.15246471405,217771.77125753864,213121.6208198339,211257.6575138281,210558.08212143747,229132.25007369675,215567.36635204742,216207.68824881507,229773.83648439264,1
210310.00120741437,214925.45779530302,218941.4407619452,223919.8251401504,229953.32612064344,234746.09407210245,238541.81516077943,241269.9719185696,242337.28030367274,238286.36599701268,231333.0195644383,223822.58392882906,217802.15098459268,213211.77037035354,211357.17141646636,210655.2151798553,228561.4253528792,215375.66791035086,216140.83865046396,229337.2818552779,1
210304.84172150918,214863.9063608577,218869.0478627109,223916.59120900085,230105.31719864957,235086.06935111588,239078.44191528228,241931.04787165966,243043.54930366398,238888.93224409458,231770.16007502083,224102.8329102477,217931.8386753337,213239.66761125135,211351.09157433617,210642.03405796888,229116.756684439,215517.8580127295,216115.9020422474,229700.94007707684,1
210438.7198444826,215046.70880759135,219083.672938158,224139.4846542821,230311.42170317762,235251.40919701217,239185.139865576,241990.70623020094,243093.08120714236,238994.68421432603,231979.6879819549,224385.56238782324,218235.41628208963,213505.02178910523,211565.3783196425,210813.25747324264,229324.86129838735,215781.39552694611,216380.90689890532,229917.76769576155,1
210684.10609757926,215281.8722233718,219318.08115338214,224382.92581437482,230554.00854856597,235476.81297036153,239385.235167056,242173.50777469447,243279.54177681476,239200.87375626052,232233.89558770967,224682.72673284065,218555.52683147648,213819.2638744982,211857.408304315,211084.73155385,229799.38488841435,216293.13745961554,216802.65112281204,230300.27220186434,1
211107.10000163736,215711.5803001197,219756.79679561645,224836.66450663263,231021.14314130516,235956.13903109933,239893.26547016,242711.33821565626,243816.34165951738,239701.89840681932,232644.5512434994,225037.68653034762,218908.948341884,214202.16413248028,212265.59543880084,211504.095751593,229897.6436653888,216386.9482261411,217019.13058287837,230515.9879652869,1
211088.87039380876,215712.85694129474,219773.1309530386,224862.78745247645,231059.525137141,236017.38840366693,239971.6215029102,242801.10261937793,243915.5505101098,239805.42068844102,232756.56631986407,225135.0001659489,218957.38582944623,214195.55925598388,212233.20524036634,211469.7230850382,230107.41515901146,216596.45758820287,217081.50199471987,230572.00536533882,1
211398.55514142883,215956.23320757796,219966.57363617088,225038.8125033318,231281.4037577251,236338.53993459296,240399.2012854044,243296.05102082397,244425.4133828405,240268.0606818386,233123.70515231605,225391.67534182523,219140.4747435115,214379.38269641777,212461.06434261592,211739.16002703487,230270.91464993177,216702.34631906383,217260.56503881354,230804.69164442798,1
211214.37027652946,215760.72822597326,219775.9619738662,224871.3279975334,231157.6797849941,236243.09084148007,240313.05945058534,243194.11841209157,244325.34545891118,240189.77645886253,233107.37398512237,225417.8470094903,219169.47378278984,214370.38009564448,212383.52553435293,211600.7056067062,230347.5528387793,216631.24400433985,217155.34094220778,230847.43756480285,1
211371.1172980288,215870.6183920156,219847.96466757925,224903.03317155025,231155.3499761985,236218.88201441267,240292.90419315608,243189.54194285424,244337.59376127642,240178.0728244631,233077.81967739237,225418.66689115865,219201.36845074012,214443.10942960242,212493.46024730185,211739.5523013741,230737.50068970612,216905.5258922228,217321.91003987292,231126.01781972052,1
211496.71796785266,215979.20529521274,219931.8022686896,224982.84922182243,231240.6110616987,236265.6593920427,240242.00810854876,243067.89866799503,244193.62437583914,240068.05675100297,233068.50484128462,225509.2401911583,219340.23491673215,214585.27841224396,212626.1318347762,211871.27301312002,231063.22577537238,217196.6065540545,217497.0738192883,231329.56054488927,1
211651.27808892238,216124.98458529572,220074.74744879827,225117.19776421832,231370.9479595971,236412.25438694845,240418.85894004977,243272.85316842762,244412.21471308873,240279.1785915781,233270.58993030645,225706.03950701698,219537.87236214947,214782.0922117454,212812.32062619893,212042.97245578372,231084.10850300489,217359.76979098129,217720.0769189067,231414.9281142015,1
211570.93799351933,216063.84632435825,220035.20106772357,225100.75461847024,231357.18553569264,236380.93200122513,240389.57336961175,243251.64459453672,244402.89606513057,240276.739134071,233284.77920259515,225727.30288322872,219539.69603154634,214739.53372740338,212741.00510700047,211959.50053343535,231130.82375983748,217427.72495989548,217724.93672276914,231400.17324477035,1
211328.26677163763,215791.38755524418,219749.68493593397,224823.39503768145,231131.91215966822,236186.2369510881,240160.70447673957,242967.11390006467,244101.66500170762,240013.2778742687,233135.2525492427,225675.23746693396,219532.24623593214,214714.03156205325,212638.53824359557,211783.13763310545,231344.49845512782,217475.77756192628,217670.13376251044,231502.3956749087,1
211372.35460045646,215837.16898925332,219797.34693825748,224876.69145670708,231179.26690230207,236228.01511788083,240191.27918022324,242991.768564238,244120.83358806313,240053.07541715482,233196.69721206892,225747.16323569533,219606.75922591478,214788.21214209628,212707.12789822,211842.33210448155,231262.2021789501,217351.81843017595,217634.78210304398,231514.25605953336,1
211396.08596321938,215817.68479592257,219745.70789572745,224817.1079891286,231169.29621065196,236323.70524937587,240398.5704585665,243264.37091878537,244418.8246264414,240344.19999091484,233476.83581914857,225961.20301227528,219731.3553709872,214840.26483419785,212730.70093300106,211860.30274783715,231313.99244448403,217484.06553904866,217715.9756802425,231516.3142206469,1
211655.17978118232,216113.933234908,220068.68233773956,225117.69923224632,231407.46919940194,236481.0454292865,240506.45583977117,243334.20592938992,244471.544496335,240365.69397518193,233429.07460871487,225919.77333963342,219782.85550422606,215007.70909224797,212970.11279057187,212122.30008800502,231455.06281395178,217510.25419451506,217776.3518091993,231692.58302964128,1
211762.51847670355,216266.85498675617,220255.67073514554,225310.59330674808,231541.4243994951,236504.67742666238,240424.14806343612,243202.12774402348,244317.62790237955,240195.67427736457,233188.7700346158,225682.0595981637,219636.86889576906,214979.1961335268,213021.51876496823,212213.6848225509,231658.58179873845,217657.26234614744,217942.49513511942,231914.4130990658,1
212036.52893465373,216498.96186603,220448.64766861137,225469.08880087812,231670.4105039058,236604.4360393431,240510.09395514103,243296.67272270148,244426.30104768882,240284.29059148947,233242.98484150317,225742.60661113498,219750.85703574852,215161.5315327593,213248.50481099487,212469.05818821382,232021.6824457617,218149.92361450792,218305.98804770497,232151.52220534565,1
211930.28875529763,216448.46167089327,220439.5444600493,225475.93246116902,231668.6612780803,236578.7040689078,240462.88691705794,243237.15029083815,244368.232926071,240300.36119270016,233375.29620390997,225926.20300144973,219928.88444384208,215269.30897703167,213267.10010140637,212414.66279315978,231993.45603126532,218192.7958040131,218343.0469099754,232142.48036811824,1
212104.30642115342,216619.40846473727,220603.66823453136,225647.3485788355,231843.9081855921,236711.08375990178,240482.49588192938,243158.2608986815,244241.6049006724,240184.19751417497,233324.1427916288,225972.43872287718,220044.65764972282,215438.31848781282,213450.02193761783,212599.98931680003,232125.78125942327,218156.87261836202,218328.05809485482,232278.7712319183,1
212251.2878469447,216766.5370854301,220744.63405498437,225766.3464616364,231939.0563075885,236822.48793263838,240659.38467371592,243394.57650498275,244504.29335558965,240440.8487127085,233546.94471341555,226141.5905093429,220174.48141140502,215545.08688470264,213564.63311150266,212726.4985471111,232193.7419095299,218381.35075566533,218543.4345254862,232355.0720735668,1
212283.31969773254,216796.20468649574,220775.61703252967,225796.9823388919,231971.2204462121,236878.621685932,240764.31079618743,243536.9748195626,244664.80936049175,240589.7665418166,233661.85124461757,226202.4957367963,220185.48990624252,215521.99681418392,213544.86942136928,212727.49424710468,232231.05866287596,218543.51622033975,218716.95803117318,232404.15687840965,1
212553.73166042444,217060.19525660205,221034.7047495418,226050.55739575165,232242.6272209235,237192.52295448713,241126.64091400226,243925.84255978276,245062.89918025458,240987.37894360058,234053.44670517178,226570.22279752328,220527.8035828897,215840.26546682368,213849.20806630704,213014.9790164637,232609.7325892427,218839.7862004834,218956.12290832208,232716.8382595346,1
212788.61522983306,217333.34582722996,221351.78744912666,226430.37122174192,232688.53688767875,237650.4481606787,241548.65198110187,244303.50886716746,245419.48576203687,241338.2671624511,234407.59285060508,226936.73774723065,220887.4053286074,216177.26026521213,214146.65497983166,213280.848828969,232964.23449425775,219017.5274436683,219186.57354380144,233122.75362551736,1
213110.1131134159,217688.5405381199,221734.64615125835,226851.15885167307,233149.1564232522,238157.0533046329,242104.3491348822,244904.91062389806,246049.7481963344,241927.93278990622,234919.2814669685,227356.415904838,221226.76000732608,216447.53823196085,214407.367572349,213564.05417291843,233627.43996649192,219826.92350123226,219851.81029039682,233635.82362379273,1
213370.55157600562,217843.58101803745,221819.86614420166,226914.2570108684,233274.9388327784,238420.6464815577,242530.85820924625,245440.88109171725,246636.02557382092,242543.77247381952,235626.7478420442,228063.7105128349,221836.35240981125,216920.98874872553,214771.35576730256,213864.07400734696,233628.3150445446,219889.74932223113,219937.64429860184,233655.27566023657,1
214086.7419832091,218534.8655754833,222497.88651428302,227613.26251685433,233988.00386690508,239105.77063936953,243152.3740879733,246014.98630575233,247191.40779859928,243073.50866681075,236136.21445692703,228609.0589140475,222418.0843273853,217534.2051778202,215420.0702550142,214548.511284292,234583.40807860624,220604.8558021756,220629.22761494265,234582.41645076327,1
214610.94143947435,219042.2882993044,222976.33717712984,228033.7836263513,234346.09869718237,239462.687633214,243579.22553684298,246509.59531722093,247719.81733426428,243595.59038612843,236627.4411634528,229044.15874439364,222826.03435811767,217963.3160142629,215888.47373570985,215050.1723326901,234798.55218191404,220896.49888661355,220927.3042395399,234801.9830244361,1
214966.34564243778,219441.26688966394,223416.49994419655,228507.32551499677,234830.63518376922,239926.34370915766,244020.80784378908,246942.9103064815,248155.60963995507,244029.13064118792,237016.95558296796,229420.9022667193,223223.71412449193,218360.30140869765,216271.27292639163,215418.00437034908,235348.1190204363,221463.203304495,221477.45322008026,235336.2513469257,1
215179.31516332563,219664.85391908817,223651.27834120812,228744.68659409077,235077.45123984237,240187.9457376506,244308.6650361703,247252.66918272126,248478.7742443757,244377.06763325195,237385.49944796183,229800.72283137433,223586.99853375443,218691.1636707336,216562.147579511,215670.94291308563,235383.00476594997,221599.26233844194,221688.1357206262,235441.77899593956,1
215096.6511515051,219720.13137002478,223815.54498977607,228986.77712422708,235367.65272096358,240518.88141488575,244641.72420683995,247564.10391220383,248762.82306607324,244745.80486890217,237871.61375681977,230270.14891137296,223958.23595999787,218901.08971505382,216633.6576131158,215647.98123548456,234818.55181478296,221327.67287899923,221512.3203039866,234988.22054491343,1
215310.90106309848,219955.10667006002,224065.75834040155,229278.48091224232,235715.65997654528,240915.87469623654,245074.77411148316,248023.0309189224,249222.2185539461,245141.77171397832,238156.21478350123,230465.52940442666,224093.94233672228,219032.56199703593,216794.9716911863,215840.48564735704,235173.13211609548,221602.16547368528,221742.34612876375,235290.5781936325,1
215607.25253891633,220268.16367640832,224393.63562905433,229612.3836825537,236060.32637190743,241280.8424170194,245444.03467945487,248388.54813545194,249571.19327194555,245476.6145107765,238451.83251895287,230690.63957298754,224258.61915551868,219190.50805207615,216993.25105998924,216085.18363666462,235412.7137463724,221834.69444923176,222030.32007718625,235594.47119844813,1
215555.26116792124,220263.41623757873,224447.62483326741,229750.21068960545,236294.94630725036,241573.8074411422,245746.02094128294,248679.32578409582,249857.13170833534,245733.61284131146,238665.81774802852,230875.19935532796,224403.19638987916,219276.38679747476,217030.36634407446,216078.82105490717,235738.71309983652,221818.62796828963,221947.5463029994,235839.7851739653,1
215850.96659391033,220545.59746946726,224725.88827888275,230037.51940468574,236603.3173464004,241905.5797726166,246124.51323484484,249100.5614292696,250300.65221885778,246127.95947464506,238981.90721293844,231140.04821920986,224646.59359237694,219517.47247304357,217291.5300596259,216361.22087588915,236205.40347407726,222172.3505148674,222258.07466610096,236256.82791833745,1
216289.3401484567,220974.7652924534,225146.50499203982,230431.05357447048,236948.51223207533,242204.0704431474,246371.2481579883,249311.04482817545,250500.8168791889,246381.62498426656,239320.14512277886,231556.40163647107,225124.6166820824,220023.5897741578,217779.48313695105,216823.31463232177,236148.3478688484,222458.98168850964,222673.30253112759,236352.1713706795,1
216322.71579971275,221049.7435946124,225243.966174034,230533.68367905592,237037.6551420605,242298.728120252,246508.4618763438,249496.71152227107,250702.57483115201,246554.4169667986,239410.91518153358,231572.63688054285,225109.01447663654,220009.8586185426,217784.50081245636,216843.70295691479,236249.10910980465,222511.08076777012,222605.16572759315,236323.22179155098,1
216224.21932567804,220937.1200061092,225113.12826343757,230393.89002791568,236900.07754922603,242156.01936985823,246347.4116118025,249317.84320438054,250520.39765068912,246390.79725297107,239307.4205552139,231526.6120007564,225075.44332307106,219961.4594988546,217715.62641228925,216758.78961766415,236247.23897359878,222460.43313073114,222592.37974203925,236353.1569706225,1
216143.51545731834,220870.31108821975,225064.97252754797,230357.10811704566,236883.7255598777,242153.89378144537,246352.70894404117,249328.8416523569,250540.1694154585,246440.55322789526,239405.40801795683,231632.28689212192,225162.02107308028,220000.8824551887,217698.38092131622,216701.79212542885,236191.78744206694,222527.93617345646,222642.98277848485,236289.49322997528,1
216391.6432253288,221072.0759504312,225212.69558391132,230448.61016356322,236923.3868912488,242167.65814048814,246339.84875340076,249287.90516712953,250478.4162398792,246402.9649572126,239436.19467079456,231724.09542053175,225299.75541382897,220184.1490729066,217909.58142640092,216929.89797264241,236106.59744077365,222563.21438294434,222812.75986564707,236345.09118352298,1
216303.01275250118,221060.16868869815,225267.6932966935,230562.7594868511,237053.49482614401,242270.11509832155,246419.43857352543,249362.76046762272,250541.2827725877,246424.868962281,239365.41967715998,231574.19991697735,225102.34708454923,219978.11321433855,217741.328684836,216803.54988997764,236165.446096102,222474.31084288392,222745.0519933427,236431.86745485777,1
216278.91936389433,221059.78489843282,225307.52186679593,230676.26087251902,237262.91867730964,242525.86507913243,246660.98257865696,249581.730524584,250756.31437772472,246579.43672875504,239430.48286134072,231587.23851705255,225101.71304629266,219974.12221136515,217738.21053404416,216794.07705778786,236638.8892953495,222628.15639465215,222747.75483694498,236739.2163033628,1
216540.32385310275,221280.74105905424,225475.49139531498,230765.5649116143,237269.09846775612,242505.6452455898,246660.5432903748,249595.1782668797,250772.13188117754,246633.93381284314,239519.25958625606,231700.08259920398,225253.1972316092,220163.39425776186,217949.42499660765,217028.96201767886,236339.27562146442,222745.31442952217,223017.91665771022,236600.58704525256,1
216342.34579275356,221080.8160327815,225297.2694132538,230632.68542055046,237194.567182641,242474.1240357946,246678.71474974844,249652.514466689,250856.49994569796,246671.83638073097,239493.4518787224,231640.88419786567,225153.85390606825,220024.1256674129,217787.61387760425,216851.6008011174,236634.0387131114,222721.82926164597,222829.05155742582,236709.58037166655,1
216453.79767642225,221214.102000431,225442.71191127764,230777.28811499302,237310.6558625775,242547.04066097864,246702.5939673917,249642.50927502007,250820.69306654375,246638.97123345538,239458.41452047034,231613.74731500572,225155.37816987498,220075.66901515576,217875.68142286595,216958.3006658584,236493.23716379554,222601.52987121628,222808.29412845368,236676.31745969685,1
216466.29753341532,221188.77412234282,225389.06365317857,230715.0037156358,237301.42231176642,242608.39391886612,246801.36742676597,249741.57810319753,250908.71239924972,246658.83504253117,239372.9325178917,231436.8955883026,224955.88166556682,219926.02496914592,217797.73291872753,216928.06022408817,236708.4698459152,222531.3767739916,222623.2452130219,236757.2104894435,1
216212.47205331782,220935.90615122594,225124.21775193303,230413.31954101805,236952.66133296755,242231.1418435399,246411.70449960014,249348.63626869227,250534.2961173156,246392.37096338105,239299.47915076965,231477.4629533627,225024.5427390496,219949.13293932326,217712.20915824507,216751.04935406076,236211.83842026384,222482.63605115426,222602.71286936017,236314.5770294928,1
216265.7017912295,221022.72280910105,225238.5812248754,230539.12329340418,237023.48034148104,242182.39387337802,246224.0901819186,249072.35633179426,250205.25913755165,246044.67817425757,238910.70744171293,231118.2430977787,224749.75072876192,219777.26085953717,217642.5674195741,216751.12938041962,236231.59412860064,222334.0719190503,222591.44615461677,236470.98006489564,1
215905.80858753584,220643.63448976108,224859.02471729345,230187.44914364396,236727.23094162153,241953.1081760269,246065.34094962207,248948.88140067906,250104.05312412587,245964.97523913285,238876.87384135247,231088.10044836046,224663.80128518713,219604.06239077201,217388.77147495828,216438.07314708852,236015.44868636283,222066.33100976347,222216.92997852215,236137.21907939934,1
215840.48151594008,220492.01966785858,224641.46036709208,229902.52066250605,236412.58046177425,241677.3139564157,245875.12419161684,248801.13277831837,249984.56854028464,245838.37528636822,238753.2045168257,230986.26333217352,224577.27167385147,219527.95640124378,217319.5246018995,216373.49702981723,235977.32686361898,222028.48516719163,222143.0848285024,236050.44417638154,1
215537.18343709962,220128.94071806245,224233.48928604982,229474.4028473872,236022.28274967807,241381.99402069912,245691.52443071117,248690.9969214359,249913.91054662416,245782.6809039716,238708.89073114298,230893.84516818254,224398.5276464713,219264.58940837887,217017.92326885182,216063.59925817742,235893.85590020128,221893.60618151355,221979.57025892378,235930.2338586389,1
215560.97460425863,220061.33751219182,224083.51390981808,229257.92715846072,235798.01663920816,241221.4565143103,245637.00583806811,248721.2787490023,249982.81100076268,245829.4562792407,238710.24173530485,230844.47939469045,224293.85742680097,219160.72870832082,216949.82497609418,216037.81003149794,235881.67874596873,221805.8576114288,221783.05167869185,235812.99144606228,1
215369.5335006276,219949.17554566127,224034.88509652903,229245.22450199092,235788.17453056012,241208.63933208803,245627.8025322778,248709.55350623804,249961.59065556613,245800.484832154,238615.7258791233,230682.52787626165,224107.270006229,218965.93994740953,216756.68492247447,215846.66060703306,235543.03611822648,221523.06751134887,221544.5913961531,235520.0128710511,1
215178.74621897805,219716.34593076314,223774.61496826,228980.21525432455,235576.7384041485,241072.533609902,245540.58771868626,248643.63103779397,249908.15307717893,245732.3399909903,238530.51045470865,230569.47443049581,223968.28281679683,218811.460794889,216592.327660198,215667.90497988462,235612.92676155255,221501.56269282207,221338.49155809317,235385.2930317117,1
214773.13325249625,219384.32141652697,223499.01041882348,228766.74283675058,235372.77325590368,240780.8035297414,245081.69792869693,248064.0442209214,249252.15765976105,245101.66539733723,237978.99552429057,230088.011151981,223522.43015594198,218382.15866383238,216171.28765512916,215255.99729766755,235158.22223988888,221035.62596194592,220988.13990827184,235064.32982387082,1
215850.18737591,220439.28385933494,224528.6282750456,229692.60369455925,236105.61970644817,241295.65767941053,245458.14482477368,248365.65005618994,249521.98078835863,245351.6009004808,238164.51866878197,230394.42232357388,224090.9944757732,219216.13487593917,217159.3781019965,216309.06282068093,235639.9793973587,221464.0278916704,221719.416196116,235845.22524565447,1
215420.63849771683,220024.95611892492,224122.18684493192,229321.22392998266,235796.87080063572,241079.34677738286,245358.86992779866,248365.02385654312,249582.02090268425,245419.16571692468,238226.90401048877,230366.29414001733,223937.34403497234,218930.01058068685,216786.26299299707,215898.4062765228,235868.00477296775,221652.36824346124,221677.66014651133,235851.09108084804,1
215239.05583369543,219793.88787267948,223853.2576066099,229043.67239883073,235545.28318787506,240874.0411084125,245175.9028925604,248183.4698607166,249408.88743488546,245296.39718934958,238226.88733496025,230425.38205024065,223957.3453183823,218871.40429412003,216663.03288783692,215739.76377831626,235694.24699616447,221632.72847279813,221700.34093083045,235715.88931095097,1
215358.08296435376,219935.9486688035,224025.4504119825,229247.12839011717,235780.20748053063,241123.83443364748,245417.28677684738,248415.1381221924,249622.8886901832,245478.1686044214,238339.9926614089,230489.17252765122,224011.43817558733,218959.41468130786,216776.84632728502,215859.0043980304,235713.53284265584,221586.5185519661,221680.25024766888,235773.00850800498,1
215436.50862021476,220026.94423179037,224124.29403970437,229339.8239973943,235858.40620485856,241197.40097695793,245515.8621906257,248536.58759128192,249747.00413087272,245591.78150406425,238403.955169062,230507.40915470239,224011.09317283562,218959.3837654762,216802.88043222617,215911.68645198876,235861.3021129692,221781.92597498558,221858.87278993733,235900.47805796211,1
216090.42983592453,220620.32002185815,224646.61779207873,229763.07038961255,236158.45184234632,241384.19925806788,245607.95780124422,248571.21742602572,249760.69603823702,245624.2537300746,238473.29561091968,230691.47911600754,224373.08290019864,219490.6659886371,217414.73393285915,216554.9208171562,236075.25121262184,222037.1602539135,222173.86238052582,236168.7529217278,1
216141.7953873066,220680.1530999236,224718.90226167446,229851.6044468215,236268.84195549283,241532.13861555222,245818.87476703554,248832.35752973577,250044.3702521693,245873.7590875888,238668.25110338395,230816.32417284936,224421.0564310922,219490.47620187304,217418.65622561108,216576.51348005657,236139.89762485944,222090.79386268373,222206.36270191817,236215.31499247084,1
216149.32371103633,220699.96118732684,224742.93679266566,229881.53811769508,236299.51410225657,241543.7283405453,245802.8955711882,248799.04103681838,249995.88541473373,245784.3834090312,238511.65909107408,230638.16977362704,224257.44167889762,219379.33267864195,217359.67488126917,216556.9939192835,236217.58202752116,222041.81511503406,222149.57430472283,236282.37432966515,1
216147.7574237125,220674.7958707211,224692.38840336556,229800.28182597324,236175.2821705494,241384.40463159405,245606.3376188471,248580.45875991764,249782.40046036147,245643.0189595711,238502.03525897488,230732.46982817078,224410.647074718,219519.72337717863,217448.51254514506,216599.25786960343,236396.25376760165,222266.0533142289,222265.74808399138,236347.23281138294,1
216106.91640830028,220672.54598864494,224733.8618535366,229886.70280518162,236301.72692435991,241533.1008200816,245762.46127993782,248728.23034397484,249931.0726364676,245812.62374195133,238732.0087602873,230978.76815278086,224616.52701922576,219645.6905495836,217502.89211229302,216600.32633089085,236652.453031347,222562.8453511419,222581.217650788,236636.58148095122,1
216329.46152990585,220871.75250684508,224920.73256165668,230071.00398622884,236502.83599774726,241738.29266324273,245959.151287817,248912.43597063093,250117.03462363142,245976.79849215838,238858.0816339143,231103.22549702285,224764.317296998,219824.2629068581,217700.5285648903,216810.98641711214,236963.08781684647,222765.77041896316,222756.96624178917,236904.66771025598,1
216560.4248266959,221122.01682623933,225188.10253387757,230360.97809638892,236806.57618257505,242007.20534364172,246137.12139171184,249006.2035298042,250162.98298105257,245988.94367911408,238872.20828823885,231154.47131845634,224875.94876852236,220011.64366585613,217924.9031189556,217045.02527856562,237116.60490667087,222916.96124761982,222995.7228089674,237153.57233331603,1
216653.91350940766,221231.02069740422,225317.46299932466,230519.4091275151,237000.39508731585,242260.13076466657,246464.69679080418,249406.1763918296,250601.40062240066,246441.07594673414,239326.07448355015,231550.59256897203,225159.11100261656,220157.65554994004,218011.1383001808,217122.81205920904,237505.6349646343,223343.7412516146,223287.24081233633,237405.5417661225,1
216768.91673908118,221270.5123311629,225295.11734889238,230450.37099611678,236896.2529499683,242116.1655744797,246274.165494448,249181.41414759983,250367.38891136248,246225.1713174055,239193.84318715587,231537.24011652166,225232.73992101877,220299.1988586831,218164.1966819825,217265.0305770816,237284.4563613974,223106.09676371663,223137.74357851912,237266.38306195012,1
216807.96815408597,221389.17990697137,225468.3893967897,230653.17047915456,237083.31329314623,242273.38495148844,246406.71796654523,249310.57429126112,250486.71556643854,246326.2875030985,239223.46347262646,231486.1109038393,225138.38527422614,220196.49153721944,218104.92872481822,217253.6798898932,237452.9456510999,223251.48950558927,223361.41062386613,237532.3983426458,1
